Alcohol Notalcohol,Belted Unbelted,Bike Nonbike,Collision Type,CRASH_DT (copy),Crash Dt,Crash Event Type Dsc,Crash Military Tm,Crash Severity,Juris Name Used,Area Type Used,First Harmful Event of Entire Crash,Time Slicing Used,Phy_Juris_Nm,Offset-Ft,Intersection Analysis,Day Of Week,Deer Nodeer,TOTAL CRASH,Document Nbr,FAC,First Harmful Event,FUN,Gr Nogr,Hitrun Not Hitrun,Injury Crashes,Intersection Type,Int Doc,K_CRASH,K People,Lgtruck Nonlgtruck,Light Condition,MAINLINE (group),Mainline Yn,Motor Nonmotor,Node Info,Ownership,Total People Killed & Injured,Ped Nonped,Persons Injured,VSP_Used,Rd Type,Relation To Roadway,Rns Mp,Roadway Alignment,Roadway Description,Roadway Surface Cond,Rte Nm,School Zone,Senior Notsenior,Speed Notspeed,Time Slicing,Total Crashes including Property Damage Only,Traffic Control Type,District_Used ,Weather Condition,Work Zone Related,Young Notyoung
Not ALCIHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,6/25/2012,6/25/2012,20. Motor Vehicle In Transport,1855,A.Ambulatory Injury,Poquoson,Urban,20. Motor Vehicle In Transport,6PM TO 9PM,147.Poquoson,"2,429",Intersection,Monday,Not DEER,1,122155074,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,122155074,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,672315.  SR00171       SR00171      14707046,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,1.08,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA147UR07046WB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/26/2012,6/26/2012,20. Motor Vehicle In Transport,1529,A.Ambulatory Injury,Hampton,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,114.Hampton,143,Intersection,Tuesday,Not DEER,1,122840063,"4.One-way, part of a one-way system",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,122840063,0,0,Not LRTRUCK,2. Daylight,RAMP,NOT_MAIN,Not MOTORCYCLE,253141.  US00258       US00258,PRI_URBAN,1,Not PED,1,5,NOT-RD,5. On Entrance/Exit Ramp,0.00,4. Grade - Curve,"4. One-Way, Not Divided",1. Dry,R-VA   US00258WB      RMP064.00C,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/26/2012,6/26/2012,22. Bicycle,1844,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,6PM TO 9PM,122.Norfolk,253,Intersection,Tuesday,Not DEER,1,122410007,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,122410007,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483652.  SR00337       SR00337      12208561      12208561,SEC_URBAN,1,Not PED,1,5,RD-UNKNOWN,9. Within Intersection,0.43,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR08561EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/26/2012,6/26/2012,20. Motor Vehicle In Transport,1215,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,0,Intersection,Tuesday,Not DEER,1,122015132,"2.Divided, partial control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,122015132,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541065.  US00058       US00058      13408727,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,507.35,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00058WB,3. No,SENIOR,Not SPEED,12PM TO 3PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,8. Non-Collision,6/26/2012,6/26/2012,42. Other Non-Collision,1700,B.Visiible Injury,Chesapeake,Urban,42. Other Non-Collision,3PM TO 6PM,131.Chesapeake,502,Intersection,Tuesday,Not DEER,1,122090045,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,122090045,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,MOTORCYCLE,484853. 13108663      13108663      13108802,SEC_URBAN,3,Not PED,3,5,NOT-RD,8. Non-Intersection,0.15,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA131UR08802WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/26/2012,6/26/2012,22. Bicycle,1401,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,12PM TO 3PM,134.Virginia Beach,,Not Intersection,Tuesday,Not DEER,1,121815060,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/27/2012,6/27/2012,22. Bicycle,1730,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,"1,257",Intersection,Wednesday,Not DEER,1,121825078,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,121825078,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541108.  US00060       US00060      13408722      13408722,PRI_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,23.66,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/27/2012,6/27/2012,22. Bicycle,1028,C.Non-Visible Injury,James City,Urban,22. Bicycle,9AM TO 12PM,47.James City,280,Intersection,Wednesday,Not DEER,1,121805094,"0.Two-way, non-divided",1. On Roadway,J.Urban Local,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,121805094,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,398503.  4701516       4701521       4701521,VDOT_SEC,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.36,3. Grade - Straight,"1. Two-Way, Not Divided",1. Dry,R-VA047SC01521NB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/27/2012,6/27/2012,22. Bicycle,1715,A.Ambulatory Injury,Newport News,Urban,22. Bicycle,3PM TO 6PM,121.Newport News,,Not Intersection,Wednesday,Not DEER,1,122690061,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,10. Intersection Related - Within 150 Feet,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA121SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,12. Ped,6/28/2012,6/28/2012,19. Ped,1400,A.Ambulatory Injury,Norfolk,Urban,19. Ped,12PM TO 3PM,122.Norfolk,,Not Intersection,Thursday,Not DEER,1,122410219,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA122SC99999UK,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/28/2012,6/28/2012,22. Bicycle,1837,A.Ambulatory Injury,Newport News,Urban,22. Bicycle,6PM TO 9PM,121.Newport News,"3,812",Intersection,Thursday,Not DEER,1,123120036,"0.Two-way, non-divided",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,123120036,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,756243.  IS00064W250C  SR00143       SR00143,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,22.67,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00143NB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/29/2012,6/29/2012,22. Bicycle,1700,A.Ambulatory Injury,York,Urban,22. Bicycle,3PM TO 6PM,99.York,623,Intersection,Friday,Not DEER,1,121825139,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,121825139,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,671351.  9900713       US00060       US00060,VDOT_PRI,1,Not PED,1,5,NOT-RD,"13. Driveway, Alley-Access - Related",238.57,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00060WB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,6/29/2012,6/29/2012,20. Motor Vehicle In Transport,1230,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,"2,207",Intersection,Friday,Not DEER,1,122035103,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,122035103,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,MOTORCYCLE,541091. 13408721     C7US00058     C7US00058,PRI_URBAN,2,Not PED,2,5,NOT-RD,9. Within Intersection,3.33,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00058EBBUS007,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,6/30/2012,6/30/2012,20. Motor Vehicle In Transport,0,PDO.Property Damage Only,Virginia Beach,Urban,20. Motor Vehicle In Transport,0AM TO 3AM,134.Virginia Beach,26,Intersection,Saturday,Not DEER,1,121845247,"4.One-way, part of a one-way system",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,Not HIT_RUN,0,4. Four Approaches,121845247,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541107.  US00060       US00060      13408684      13408684,SEC_URBAN,0,Not PED,0,5,NOT-RD,9. Within Intersection,0.53,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA134UR08684WB,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,6/30/2012,6/30/2012,22. Bicycle,8,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,0AM TO 3AM,122.Norfolk,"1,911",Intersection,Saturday,Not DEER,1,122090119,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,122090119,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,724477. 12200003      12200003      12208631,SEC_URBAN,2,Not PED,2,5,NOT-RD,8. Non-Intersection,0.88,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA122UR00003NB,3. No,Not SENIOR,Not SPEED,0AM TO 3AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,9/29/2013,9/29/2013,22. Bicycle,1110,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,9AM TO 12PM,134.Virginia Beach,,Not Intersection,Sunday,Not DEER,1,132735153,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/3/2013,10/3/2013,22. Bicycle,920,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,9AM TO 12PM,134.Virginia Beach,,Not Intersection,Thursday,Not DEER,1,132785038,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,U-VA134SC99999UK,1. Yes,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/3/2013,10/3/2013,20. Motor Vehicle In Transport,1720,B.Visiible Injury,Norfolk,Urban,20. Motor Vehicle In Transport,3PM TO 6PM,122.Norfolk,"1,104",Intersection,Thursday,Not DEER,1,140350272,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,140350272,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483436.  SR00168       SR00168      12208618      12208618,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,29.64,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   SR00168NB,3. No,Not SENIOR,SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,10/4/2013,10/4/2013,20. Motor Vehicle In Transport,1437,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,134.Virginia Beach,16,Intersection,Friday,Not DEER,1,132785116,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,132785116,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541256. 13400009      13400009      13408817,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.70,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR00009SB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,7/3/2012,7/3/2012,22. Bicycle,2150,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,9PM TO 12AM,122.Norfolk,750,Intersection,Tuesday,Not DEER,1,122340030,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,122340030,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,485075. 12208563      12208563      12208576      12208576,SEC_URBAN,1,Not PED,1,5,RD-UNKNOWN,9. Within Intersection,0.84,1. Straight - Level,5. Unknown,1. Dry,R-VA122UR08576EB,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,5. Slow or Warning Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,7/4/2012,7/4/2012,22. Bicycle,2115,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,9PM TO 12AM,134.Virginia Beach,,Not Intersection,Wednesday,Not DEER,1,122165044,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,2,Not PED,2,5,RD-UNKNOWN,9. Within Intersection,,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA134SC99999UK,3. No,Not SENIOR,Not SPEED,9PM TO 12AM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
ALCOHOL,Not UNBELTED,BIKE,4. Sideswipe - Same Direction,7/4/2012,7/4/2012,22. Bicycle,254,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,0AM TO 3AM,134.Virginia Beach,"1,663",Intersection,Wednesday,Not DEER,1,121925293,"1.Divided, no control of access",1. On Roadway,E.Urban Other Principle Arterials; Connecting Links of Other Rural Principal Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,121925293,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,541057.  US00058       US00060       US00060      13408578,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,302.35,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,SPEED,0AM TO 3AM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
ALCOHOL,Not UNBELTED,BIKE,2. Angle,2/25/2015,2/25/2015,22. Bicycle,1845,C.Non-Visible Injury,Newport News,Urban,22. Bicycle,6PM TO 9PM,121.Newport News,993,Intersection,Wednesday,Not DEER,1,151200003,"1.Divided, no control of access",4. Roadside,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,151200003,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,MAIN,Not MOTORCYCLE,646043.  SR00312       US00060       US00060,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.19,3. Grade - Straight,"2. Two-Way, Divided, Unprotected Median",2. Wet,R-VA   SR00312EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/5/2013,10/5/2013,22. Bicycle,1040,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,9AM TO 12PM,131.Chesapeake,"1,420",Intersection,Saturday,Not DEER,1,132785095,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,132785095,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,484508. 13100001      13108524      13108524      13108797,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,0.30,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA131UR08524EB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/6/2013,10/6/2013,22. Bicycle,1618,B.Visiible Injury,Hampton,Urban,22. Bicycle,3PM TO 6PM,114.Hampton,327,Intersection,Sunday,Not DEER,1,140350469,"0.Two-way, non-divided",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,4. Four Approaches,140350469,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253013.  US00060       US00060      11407059      11407059,PRI_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,270.83,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA   US00060EB,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,4. Stop Sign,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,15. Backed Into,10/6/2013,10/6/2013,22. Bicycle,1743,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,3PM TO 6PM,131.Chesapeake,,Not Intersection,Sunday,Not DEER,1,132795219,,1. On Roadway,,Not GUARDRAIL,Not HIT_RUN,1,1. Not at Intersection,,0,0,Not LRTRUCK,2. Daylight,MAINLINE,,Not MOTORCYCLE,.,SEC_URBAN,2,Not PED,2,5,NOT-RD,"13. Driveway, Alley-Access - Related",,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,U-VA131SC99999UK,3. No,Not SENIOR,Not SPEED,3PM TO 6PM,1,1. No Traffic Control,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,10/7/2013,10/7/2013,22. Bicycle,1928,B.Visiible Injury,Chesapeake,Urban,22. Bicycle,6PM TO 9PM,131.Chesapeake,0,Intersection,Monday,Not DEER,1,132805350,,1. On Roadway,,Not GUARDRAIL,HIT_RUN,1,3. Three Approaches,132805350,0,0,Not LRTRUCK,4. Darkness - Road Lighted,MAINLINE,,Not MOTORCYCLE,483344.  SR00165       SR00165      13108798,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,2.38,1. Straight - Level,"1. Two-Way, Not Divided",2. Wet,R-VA131UR08798EB,3. No,Not SENIOR,Not SPEED,6PM TO 9PM,1,4. Stop Sign,5.Hampton Roads,5. Rain,2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,1. Rear End,2/27/2015,2/27/2015,22. Bicycle,930,A.Ambulatory Injury,Norfolk,Urban,22. Bicycle,9AM TO 12PM,122.Norfolk,"1,410",Intersection,Friday,Not DEER,1,151310079,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,HIT_RUN,1,1. Not at Intersection,151310079,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,483740.  US00460       US00460       US00460 404A,PRI_URBAN,1,Not PED,1,5,NOT-RD,8. Non-Intersection,404.66,1. Straight - Level,"2. Two-Way, Divided, Unprotected Median",10. Slush,R-VA   US00460EB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,6. Traffic Lanes Marked,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,16. Other,1/1/2012,1/1/2012,22. Bicycle,1724,B.Visiible Injury,Virginia Beach,Urban,22. Bicycle,3PM TO 6PM,134.Virginia Beach,"2,534",Intersection,Sunday,Not DEER,1,120075187,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,120075187,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541365. 13400008      13400008      13408638      13408638,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.44,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA134UR08638EB,3. No,Not SENIOR,SPEED,3PM TO 6PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,3. Head On,7/5/2012,7/5/2012,20. Motor Vehicle In Transport,1227,B.Visiible Injury,Hampton,Urban,20. Motor Vehicle In Transport,12PM TO 3PM,114.Hampton,26,Intersection,Thursday,Not DEER,1,122840109,"0.Two-way, non-divided",1. On Roadway,I.Urban Collector,Not GUARDRAIL,Not HIT_RUN,1,3. Three Approaches,122840109,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,253058.  SR00152       SR00152      11407017,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,1.47,1. Straight - Level,"1. Two-Way, Not Divided",1. Dry,R-VA114UR07017SB,3. No,Not SENIOR,Not SPEED,12PM TO 3PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,Not YOUNG
Not ALCIHOL,Not UNBELTED,BIKE,2. Angle,7/6/2012,7/6/2012,20. Motor Vehicle In Transport,1045,B.Visiible Injury,Virginia Beach,Urban,20. Motor Vehicle In Transport,9AM TO 12PM,134.Virginia Beach,42,Intersection,Friday,Not DEER,1,121945048,"1.Divided, no control of access",1. On Roadway,H.Urban Minor Arterial,Not GUARDRAIL,Not HIT_RUN,1,4. Four Approaches,121945048,0,0,Not LRTRUCK,2. Daylight,MAINLINE,MAIN,Not MOTORCYCLE,541294. 13400014      13400014      13408726      13408726,SEC_URBAN,1,Not PED,1,5,NOT-RD,9. Within Intersection,2.74,1. Straight - Level,"3. Two-Way, Divided, Positive Median Barrier",1. Dry,R-VA134UR00014SB,3. No,Not SENIOR,Not SPEED,9AM TO 12PM,1,3. Traffic Signal,5.Hampton Roads,1. No Adverse Condition (Clear/Cloudy),2. No,YOUNG
